"Team","Conference","ID","Season"
"Toledo","MAC",55819,"2010-11"
"Towson","CAA",55820,"2010-11"
"Troy","Sun Belt",55821,"2010-11"
"Tulane","C-USA",55822,"2010-11"
"Tulsa","C-USA",55823,"2010-11"
"UAB","C-USA",55536,"2010-11"
"UC Davis","Big West",55573,"2010-11"
"UC Irvine","Big West",55574,"2010-11"
"UC Riverside","Big West",55576,"2010-11"
"UC Santa Barbara","Big West",55571,"2010-11"
"UCF","C-USA",55581,"2010-11"
"UCLA","Pac-12",55575,"2010-11"
"UConn","Big East",55592,"2010-11"
"UIC","Horizon",55646,"2010-11"
"ULM","Sun Belt",55725,"2010-11"
"UMBC","America East",55679,"2010-11"
"UMES","MEAC",55681,"2010-11"
"UNC Asheville","Big South",55703,"2010-11"
"UNC Greensboro","SoCon",55706,"2010-11"
"UNCW","CAA",55707,"2010-11"
"UNI","MVC",55730,"2010-11"
"UNLV","Mountain West",55709,"2010-11"
"USC Upstate","ASUN",55868,"2010-11"
"UT Arlington","Southland",55815,"2010-11"
"UT Martin","OVC",55810,"2010-11"
"UTEP","C-USA",55817,"2010-11"
"UTRGV","GWC",55744,"2010-11"
"UTSA","Southland",55818,"2010-11"
"Utah","Mountain West",55828,"2010-11"
"Utah St.","WAC",55827,"2010-11"
"Utah Valley","GWC",55874,"2010-11"
"VCU","CAA",55833,"2010-11"
"Valparaiso","Horizon",55829,"2010-11"
"Vanderbilt","SEC",55830,"2010-11"
"Vermont","America East",55831,"2010-11"
"Villanova","Big East",55832,"2010-11"
"Virginia","ACC",55835,"2010-11"
"Virginia Tech","ACC",55834,"2010-11"
"Wagner","NEC",55836,"2010-11"
"Wake Forest","ACC",55837,"2010-11"
"Washington","Pac-12",55839,"2010-11"
"Washington St.","Pac-12",55838,"2010-11"
"Weber St.","Big Sky",55840,"2010-11"
"West Virginia","Big East",55841,"2010-11"
"Western Caro.","SoCon",55842,"2010-11"
"Western Ill.","Summit League",55843,"2010-11"
"Western Ky.","Sun Belt",55844,"2010-11"
"Western Mich.","MAC",55845,"2010-11"
"Wichita St.","MVC",55846,"2010-11"
"William & Mary","CAA",55847,"2010-11"
"Winthrop","Big South",55848,"2010-11"
"Wisconsin","Big Ten",55850,"2010-11"
"Wofford","SoCon",55867,"2010-11"
"Wright St.","Horizon",55852,"2010-11"
"Wyoming","Mountain West",55853,"2010-11"
"Xavier","Atlantic 10",55854,"2010-11"
"Yale","Ivy League",55855,"2010-11"
"Youngstown St.","Horizon",55856,"2010-11"
"A&M-Corpus Christi","Southland",30600,"2011-12"
"Air Force","Mountain West",30552,"2011-12"
"Akron","MAC",30261,"2011-12"
"Alabama","SEC",30264,"2011-12"
"Alabama A&M","SWAC",30262,"2011-12"
"Alabama St.","SWAC",30263,"2011-12"
"Albany (NY)","America East",30266,"2011-12"
"Alcorn","SWAC",30267,"2011-12"
"American","Patriot",30268,"2011-12"
"App State","SoCon",30269,"2011-12"
"Arizona","Pac-12",30271,"2011-12"
"Arizona St.","Pac-12",30270,"2011-12"
"Ark.-Pine Bluff","SWAC",30592,"2011-12"
"Arkansas","SEC",30273,"2011-12"
"Arkansas St.","Sun Belt",30272,"2011-12"
"Army West Point","Patriot",30553,"2011-12"
"Auburn","SEC",30275,"2011-12"
"Austin Peay","OVC",30276,"2011-12"
"BYU","WCC",30287,"2011-12"
"Ball St.","MAC",30277,"2011-12"
"Baylor","Big 12",30279,"2011-12"
"Belmont","ASUN",30598,"2011-12"
"Bethune-Cookman","MEAC",30280,"2011-12"
"Binghamton","America East",30281,"2011-12"
"Boise St.","Mountain West",30282,"2011-12"
"Boston College","ACC",30283,"2011-12"
"Boston U.","America East",30284,"2011-12"
"Bowling Green","MAC",30285,"2011-12"
"Bradley","MVC",30286,"2011-12"
"Brown","Ivy League",30288,"2011-12"
"Bryant","NEC",30289,"2011-12"
"Bucknell","Patriot",30290,"2011-12"
"Buffalo","MAC",30291,"2011-12"
"Butler","Horizon",30292,"2011-12"
"CSU Bakersfield","-",30294,"2011-12"
"CSUN","Big West",30298,"2011-12"
"Cal Poly","Big West",30293,"2011-12"
"Cal St. Fullerton","Big West",30296,"2011-12"
"California","Pac-12",30301,"2011-12"
"Campbell","Big South",30306,"2011-12"
"Canisius","MAAC",30307,"2011-12"
"Central Ark.","Southland",30585,"2011-12"
"Central Conn. St.","NEC",30308,"2011-12"
"Central Mich.","MAC",30310,"2011-12"
"Charleston So.","Big South",30278,"2011-12"
"Charlotte","Atlantic 10",30433,"2011-12"
"Chattanooga","SoCon",30536,"2011-12"
"Chicago St.","GWC",30311,"2011-12"
"Cincinnati","Big East",30312,"2011-12"
"Clemson","ACC",30313,"2011-12"
"Cleveland St.","Horizon",30314,"2011-12"
"Coastal Carolina","Big South",30315,"2011-12"
"Col. of Charleston","SoCon",30586,"2011-12"
"Colgate","Patriot",30316,"2011-12"
"Colorado","Pac-12",30318,"2011-12"
"Colorado St.","Mountain West",30317,"2011-12"
"Columbia","Ivy League",30319,"2011-12"
"Coppin St.","MEAC",30321,"2011-12"
"Cornell","Ivy League",30322,"2011-12"
"Creighton","MVC",30323,"2011-12"
"Dartmouth","Ivy League",30324,"2011-12"
"Davidson","SoCon",30325,"2011-12"
"Dayton","Atlantic 10",30326,"2011-12"
"DePaul","Big East",30327,"2011-12"
"Delaware","CAA",30329,"2011-12"
"Delaware St.","MEAC",30328,"2011-12"
"Denver","Sun Belt",30330,"2011-12"
"Detroit Mercy","Horizon",30331,"2011-12"
"Drake","MVC",30332,"2011-12"
"Drexel","CAA",30333,"2011-12"
"Duke","ACC",30334,"2011-12"
"Duquesne","Atlantic 10",30335,"2011-12"
"ETSU","ASUN",30337,"2011-12"
"East Carolina","C-USA",30336,"2011-12"
"Eastern Ill.","OVC",30338,"2011-12"
"Eastern Ky.","OVC",30339,"2011-12"
"Eastern Mich.","MAC",30340,"2011-12"
"Eastern Wash.","Big Sky",30341,"2011-12"
"Elon","SoCon",30587,"2011-12"
"Evansville","MVC",30342,"2011-12"
"FGCU","ASUN",30602,"2011-12"
"FIU","Sun Belt",30347,"2011-12"
"Fairfield","MAAC",30343,"2011-12"
"Fairleigh Dickinson","NEC",30344,"2011-12"
"Fla. Atlantic","Sun Belt",30346,"2011-12"
"Florida","SEC",30349,"2011-12"
"Florida A&M","MEAC",30345,"2011-12"
"Florida St.","ACC",30348,"2011-12"
"Fordham","Atlantic 10",30350,"2011-12"
"Fresno St.","WAC",30295,"2011-12"
"Furman","SoCon",30351,"2011-12"
"Ga. Southern","SoCon",30355,"2011-12"
"Gardner-Webb","Big South",30588,"2011-12"
"George Mason","CAA",30352,"2011-12"
"George Washington","Atlantic 10",30353,"2011-12"
"Georgetown","Big East",30354,"2011-12"
"Georgia","SEC",30358,"2011-12"
"Georgia St.","CAA",30356,"2011-12"
"Georgia Tech","ACC",30357,"2011-12"
"Gonzaga","WCC",30359,"2011-12"
"Grambling","SWAC",30360,"2011-12"
"Green Bay","Horizon",30577,"2011-12"
"Hampton","MEAC",30361,"2011-12"
"Hartford","America East",30362,"2011-12"
"Harvard","Ivy League",30363,"2011-12"
"Hawaii","WAC",30364,"2011-12"
"High Point","Big South",30599,"2011-12"
"Hofstra","CAA",30365,"2011-12"
"Holy Cross","Patriot",30366,"2011-12"
"Houston","C-USA",30368,"2011-12"
"Houston Baptist","GWC",30367,"2011-12"
"Howard","MEAC",30369,"2011-12"
"IUPUI","Summit League",30593,"2011-12"
"Idaho","WAC",30371,"2011-12"
"Idaho St.","Big Sky",30370,"2011-12"
"Illinois","Big Ten",30373,"2011-12"
"Illinois St.","MVC",30372,"2011-12"
"Indiana","Big Ten",30376,"2011-12"
"Indiana St.","MVC",30375,"2011-12"
"Iona","MAAC",30378,"2011-12"
"Iowa","Big Ten",30380,"2011-12"
"Iowa St.","Big 12",30379,"2011-12"
"Jackson St.","SWAC",30381,"2011-12"
"Jacksonville","ASUN",30383,"2011-12"
"Jacksonville St.","OVC",30382,"2011-12"
"James Madison","CAA",30384,"2011-12"
"Kansas","Big 12",30386,"2011-12"
"Kansas City","Summit League",30594,"2011-12"
"Kansas St.","Big 12",30385,"2011-12"
"Kennesaw St.","ASUN",30589,"2011-12"
"Kent St.","MAC",30387,"2011-12"
"Kentucky","SEC",30388,"2011-12"
"LIU","NEC",30394,"2011-12"
"LMU (CA)","WCC",30400,"2011-12"
"LSU","SEC",30396,"2011-12"
"La Salle","Atlantic 10",30389,"2011-12"
"Lafayette","Patriot",30390,"2011-12"
"Lamar University","Southland",30391,"2011-12"
"Lehigh","Patriot",30392,"2011-12"
"Liberty","Big South",30393,"2011-12"
"Lipscomb","ASUN",30601,"2011-12"
"Little Rock","Sun Belt",30274,"2011-12"
"Long Beach St.","Big West",30297,"2011-12"
"Longwood","-",30395,"2011-12"
"Louisiana","Sun Belt",30527,"2011-12"
"Louisiana Tech","WAC",30397,"2011-12"
"Louisville","Big East",30398,"2011-12"
"Loyola Chicago","Horizon",30401,"2011-12"
"Loyola Maryland","MAAC",30399,"2011-12"
"Maine","America East",30402,"2011-12"
"Manhattan","MAAC",30403,"2011-12"
"Marist","MAAC",30404,"2011-12"
"Marquette","Big East",30405,"2011-12"
"Marshall","C-USA",30406,"2011-12"
"Maryland","ACC",30408,"2011-12"
"Massachusetts","Atlantic 10",30410,"2011-12"
"McNeese","Southland",30411,"2011-12"
"Memphis","C-USA",30412,"2011-12"
"Mercer","ASUN",30413,"2011-12"
"Miami (FL)","ACC",30415,"2011-12"
"Miami (OH)","MAC",30414,"2011-12"
"Michigan","Big Ten",30417,"2011-12"
"Michigan St.","Big Ten",30416,"2011-12"
"Middle Tenn.","Sun Belt",30418,"2011-12"
"Milwaukee","Horizon",30579,"2011-12"
"Minnesota","Big Ten",30419,"2011-12"
"Mississippi St.","SEC",30420,"2011-12"
"Mississippi Val.","SWAC",30421,"2011-12"
"Missouri","Big 12",30423,"2011-12"
"Missouri St.","MVC",30525,"2011-12"
"Monmouth","NEC",30424,"2011-12"
"Montana","Big Sky",30426,"2011-12"
"Montana St.","Big Sky",30425,"2011-12"
"Morehead St.","OVC",30427,"2011-12"
"Morgan St.","MEAC",30428,"2011-12"
"Mount St. Mary's","NEC",30429,"2011-12"
"Murray St.","OVC",30430,"2011-12"
"N.C. A&T","MEAC",30447,"2011-12"
"N.C. Central","MEAC",30448,"2011-12"
"NC State","ACC",30449,"2011-12"
"NJIT","GWC",30441,"2011-12"
"Navy","Patriot",30554,"2011-12"
"Nebraska","Big Ten",30436,"2011-12"
"Nevada","WAC",30439,"2011-12"
"New Hampshire","America East",30440,"2011-12"
"New Mexico","Mountain West",30443,"2011-12"
"New Mexico St.","WAC",30442,"2011-12"
"Niagara","MAAC",30444,"2011-12"
"Nicholls","Southland",30445,"2011-12"
"Norfolk St.","MEAC",30446,"2011-12"
"North Carolina","ACC",30432,"2011-12"
"North Dakota","GWC",30451,"2011-12"
"North Dakota St.","Summit League",30450,"2011-12"
"North Florida","ASUN",30595,"2011-12"
"North Texas","Sun Belt",30452,"2011-12"
"Northeastern","CAA",30454,"2011-12"
"Northern Ariz.","Big Sky",30455,"2011-12"
"Northern Colo.","Big Sky",30456,"2011-12"
"Northern Ill.","MAC",30457,"2011-12"
"Northwestern","Big Ten",30460,"2011-12"
"Northwestern St.","Southland",30459,"2011-12"
"Notre Dame","Big East",30461,"2011-12"
"Oakland","Summit League",30462,"2011-12"
"Ohio","MAC",30464,"2011-12"
"Ohio St.","Big Ten",30463,"2011-12"
"Oklahoma","Big 12",30466,"2011-12"
"Oklahoma St.","Big 12",30465,"2011-12"
"Old Dominion","CAA",30467,"2011-12"
"Ole Miss","SEC",30422,"2011-12"
"Omaha","-",30437,"2011-12"
"Oral Roberts","Summit League",30468,"2011-12"
"Oregon","Pac-12",30470,"2011-12"
"Oregon St.","Pac-12",30469,"2011-12"
"Pacific","Big West",30471,"2011-12"
"Penn","Ivy League",30474,"2011-12"
"Penn St.","Big Ten",30473,"2011-12"
"Pepperdine","WCC",30475,"2011-12"
"Pittsburgh","Big East",30476,"2011-12"
"Portland","WCC",30478,"2011-12"
"Portland St.","Big Sky",30477,"2011-12"
"Prairie View","SWAC",30479,"2011-12"
"Presbyterian","Big South",30590,"2011-12"
"Princeton","Ivy League",30480,"2011-12"
"Providence","Big East",30481,"2011-12"
"Purdue","Big Ten",30482,"2011-12"
"Purdue Fort Wayne","Summit League",30377,"2011-12"
"Quinnipiac","NEC",30483,"2011-12"
"Radford","Big South",30484,"2011-12"
"Rhode Island","Atlantic 10",30485,"2011-12"
"Rice","C-USA",30486,"2011-12"
"Richmond","Atlantic 10",30487,"2011-12"
"Rider","MAAC",30488,"2011-12"
"Robert Morris","NEC",30489,"2011-12"
"Rutgers","Big East",30490,"2011-12"
"SFA","Southland",30529,"2011-12"
"SIUE","OVC",30520,"2011-12"
"SMU","C-USA",30521,"2011-12"
"Sacramento St.","Big Sky",30299,"2011-12"
"Sacred Heart","NEC",30491,"2011-12"
"Saint Francis (PA)","NEC",30494,"2011-12"
"Saint Joseph's","Atlantic 10",30496,"2011-12"
"Saint Louis","Atlantic 10",30497,"2011-12"
"Saint Mary's (CA)","WCC",30498,"2011-12"
"Saint Peter's","MAAC",30499,"2011-12"
"Sam Houston","Southland",30500,"2011-12"
"Samford","SoCon",30501,"2011-12"
"San Diego","WCC",30503,"2011-12"
"San Diego St.","Mountain West",30502,"2011-12"
"San Francisco","WCC",30504,"2011-12"
"San Jose St.","WAC",30505,"2011-12"
"Santa Clara","WCC",30506,"2011-12"
"Savannah St.","MEAC",30507,"2011-12"
"Seattle U","-",30591,"2011-12"
"Seton Hall","Big East",30508,"2011-12"
"Siena","MAAC",30509,"2011-12"
"South Alabama","Sun Belt",30510,"2011-12"
"South Carolina","SEC",30512,"2011-12"
"South Carolina St.","MEAC",30511,"2011-12"
"South Dakota","Summit League",30514,"2011-12"
"South Dakota St.","Summit League",30513,"2011-12"
"South Fla.","Big East",30515,"2011-12"
"Southeast Mo. St.","OVC",30516,"2011-12"
"Southeastern La.","Southland",30517,"2011-12"
"Southern California","Pac-12",30518,"2011-12"
"Southern Ill.","MVC",30519,"2011-12"
"Southern Miss.","C-USA",30522,"2011-12"
"Southern U.","SWAC",30523,"2011-12"
"Southern Utah","Summit League",30524,"2011-12"
"St. Bonaventure","Atlantic 10",30492,"2011-12"
"St. Francis Brooklyn","NEC",30493,"2011-12"
"St. John's (NY)","Big East",30495,"2011-12"
"Stanford","Pac-12",30528,"2011-12"
"Stetson","ASUN",30530,"2011-12"
"Stony Brook","America East",30531,"2011-12"
"Syracuse","Big East",30532,"2011-12"
"TCU","Mountain West",30540,"2011-12"
"Temple","Atlantic 10",30533,"2011-12"
"Tennessee","SEC",30537,"2011-12"
"Tennessee St.","OVC",30534,"2011-12"
"Tennessee Tech","OVC",30535,"2011-12"
"Texas","Big 12",30544,"2011-12"
"Texas A&M","Big 12",30539,"2011-12"
"Texas Southern","SWAC",30541,"2011-12"
"Texas St.","Southland",30526,"2011-12"
"Texas Tech","Big 12",30542,"2011-12"
"Toledo","MAC",30547,"2011-12"
"Towson","CAA",30548,"2011-12"
"Troy","Sun Belt",30549,"2011-12"
"Tulane","C-USA",30550,"2011-12"
"Tulsa","C-USA",30551,"2011-12"
"UAB","C-USA",30265,"2011-12"
"UC Davis","Big West",30302,"2011-12"
"UC Irvine","Big West",30303,"2011-12"
"UC Riverside","Big West",30305,"2011-12"
"UC Santa Barbara","Big West",30300,"2011-12"
"UCF","C-USA",30309,"2011-12"
"UCLA","Pac-12",30304,"2011-12"
"UConn","Big East",30320,"2011-12"
"UIC","Horizon",30374,"2011-12"
"ULM","Sun Belt",30453,"2011-12"
"UMBC","America East",30407,"2011-12"
"UMES","MEAC",30409,"2011-12"
"UNC Asheville","Big South",30431,"2011-12"
"UNC Greensboro","SoCon",30434,"2011-12"
"UNCW","CAA",30435,"2011-12"
"UNI","MVC",30458,"2011-12"
"UNLV","Mountain West",30438,"2011-12"
"USC Upstate","ASUN",30597,"2011-12"
"UT Arlington","Southland",30543,"2011-12"
"UT Martin","OVC",30538,"2011-12"
"UTEP","C-USA",30545,"2011-12"
"UTRGV","GWC",30472,"2011-12"
"UTSA","Southland",30546,"2011-12"
"Utah","Pac-12",30556,"2011-12"
"Utah St.","WAC",30555,"2011-12"
"Utah Valley","GWC",30603,"2011-12"
"VCU","CAA",30561,"2011-12"
"Valparaiso","Horizon",30557,"2011-12"
"Vanderbilt","SEC",30558,"2011-12"
"Vermont","America East",30559,"2011-12"
"Villanova","Big East",30560,"2011-12"
"Virginia","ACC",30563,"2011-12"
"Virginia Tech","ACC",30562,"2011-12"
"Wagner","NEC",30564,"2011-12"
"Wake Forest","ACC",30565,"2011-12"
"Washington","Pac-12",30567,"2011-12"
"Washington St.","Pac-12",30566,"2011-12"
"Weber St.","Big Sky",30568,"2011-12"
"West Virginia","Big East",30569,"2011-12"
"Western Caro.","SoCon",30570,"2011-12"
"Western Ill.","Summit League",30571,"2011-12"
"Western Ky.","Sun Belt",30572,"2011-12"
"Western Mich.","MAC",30573,"2011-12"
"Wichita St.","MVC",30574,"2011-12"
"William & Mary","CAA",30575,"2011-12"
"Winthrop","Big South",30576,"2011-12"
"Wisconsin","Big Ten",30578,"2011-12"
"Wofford","SoCon",30596,"2011-12"
"Wright St.","Horizon",30580,"2011-12"
"Wyoming","Mountain West",30581,"2011-12"
"Xavier","Atlantic 10",30582,"2011-12"
"Yale","Ivy League",30583,"2011-12"
"Youngstown St.","Horizon",30584,"2011-12"
"A&M-Corpus Christi","Southland",77617,"2012-13"
"Air Force","Mountain West",77569,"2012-13"
"Akron","MAC",77276,"2012-13"
"Alabama","SEC",77279,"2012-13"
"Alabama A&M","SWAC",77277,"2012-13"
"Alabama St.","SWAC",77278,"2012-13"
"Albany (NY)","America East",77281,"2012-13"
"Alcorn","SWAC",77282,"2012-13"
"American","Patriot",77283,"2012-13"
"App State","SoCon",77284,"2012-13"
"Arizona","Pac-12",77286,"2012-13"
"Arizona St.","Pac-12",77285,"2012-13"
"Ark.-Pine Bluff","SWAC",77609,"2012-13"
"Arkansas","SEC",77288,"2012-13"
"Arkansas St.","Sun Belt",77287,"2012-13"
"Army West Point","Patriot",77570,"2012-13"
"Auburn","SEC",77290,"2012-13"
"Austin Peay","OVC",77291,"2012-13"
"BYU","WCC",77302,"2012-13"
"Ball St.","MAC",77292,"2012-13"
"Baylor","Big 12",77294,"2012-13"
"Belmont","OVC",77615,"2012-13"
"Bethune-Cookman","MEAC",77295,"2012-13"
"Binghamton","America East",77296,"2012-13"
"Boise St.","Mountain West",77297,"2012-13"
"Boston College","ACC",77298,"2012-13"
"Boston U.","America East",77299,"2012-13"
"Bowling Green","MAC",77300,"2012-13"
"Bradley","MVC",77301,"2012-13"
"Brown","Ivy League",77303,"2012-13"
"Bryant","NEC",77304,"2012-13"
"Bucknell","Patriot",77305,"2012-13"
"Buffalo","MAC",77306,"2012-13"
"Butler","Atlantic 10",77307,"2012-13"
"CSU Bakersfield","-",77309,"2012-13"
"CSUN","Big West",77313,"2012-13"
"Cal Poly","Big West",77308,"2012-13"
"Cal St. Fullerton","Big West",77311,"2012-13"
"California","Pac-12",77316,"2012-13"
"Campbell","Big South",77321,"2012-13"
"Canisius","MAAC",77322,"2012-13"
"Central Ark.","Southland",77602,"2012-13"
"Central Conn. St.","NEC",77323,"2012-13"
"Central Mich.","MAC",77325,"2012-13"
"Charleston So.","Big South",77293,"2012-13"
"Charlotte","Atlantic 10",77448,"2012-13"
"Chattanooga","SoCon",77553,"2012-13"
"Chicago St.","GWC",77326,"2012-13"
"Cincinnati","Big East",77327,"2012-13"
"Clemson","ACC",77328,"2012-13"
"Cleveland St.","Horizon",77329,"2012-13"
"Coastal Carolina","Big South",77330,"2012-13"
"Col. of Charleston","SoCon",77603,"2012-13"
"Colgate","Patriot",77331,"2012-13"
"Colorado","Pac-12",77333,"2012-13"
"Colorado St.","Mountain West",77332,"2012-13"
"Columbia","Ivy League",77334,"2012-13"
"Coppin St.","MEAC",77336,"2012-13"
"Cornell","Ivy League",77337,"2012-13"
"Creighton","MVC",77338,"2012-13"
"Dartmouth","Ivy League",77339,"2012-13"
"Davidson","SoCon",77340,"2012-13"
"Dayton","Atlantic 10",77341,"2012-13"
"DePaul","Big East",77342,"2012-13"
"Delaware","CAA",77344,"2012-13"
"Delaware St.","MEAC",77343,"2012-13"
"Denver","WAC",77345,"2012-13"
"Detroit Mercy","Horizon",77346,"2012-13"
"Drake","MVC",77347,"2012-13"
"Drexel","CAA",77348,"2012-13"
"Duke","ACC",77349,"2012-13"
"Duquesne","Atlantic 10",77350,"2012-13"
"ETSU","ASUN",77352,"2012-13"
"East Carolina","C-USA",77351,"2012-13"
"Eastern Ill.","OVC",77353,"2012-13"
"Eastern Ky.","OVC",77354,"2012-13"
"Eastern Mich.","MAC",77355,"2012-13"
"Eastern Wash.","Big Sky",77356,"2012-13"
"Elon","SoCon",77604,"2012-13"
"Evansville","MVC",77357,"2012-13"
"FGCU","ASUN",77619,"2012-13"
"FIU","Sun Belt",77362,"2012-13"
"Fairfield","MAAC",77358,"2012-13"
"Fairleigh Dickinson","NEC",77359,"2012-13"
"Fla. Atlantic","Sun Belt",77361,"2012-13"
"Florida","SEC",77364,"2012-13"
"Florida A&M","MEAC",77360,"2012-13"
"Florida St.","ACC",77363,"2012-13"
"Fordham","Atlantic 10",77365,"2012-13"
"Fresno St.","Mountain West",77310,"2012-13"
"Furman","SoCon",77366,"2012-13"
"Ga. Southern","SoCon",77370,"2012-13"
"Gardner-Webb","Big South",77605,"2012-13"
"George Mason","CAA",77367,"2012-13"
"George Washington","Atlantic 10",77368,"2012-13"
"Georgetown","Big East",77369,"2012-13"
"Georgia","SEC",77373,"2012-13"
"Georgia St.","CAA",77371,"2012-13"
"Georgia Tech","ACC",77372,"2012-13"
"Gonzaga","WCC",77374,"2012-13"
"Grambling","SWAC",77375,"2012-13"
"Green Bay","Horizon",77594,"2012-13"
"Hampton","MEAC",77376,"2012-13"
"Hartford","America East",77377,"2012-13"
"Harvard","Ivy League",77378,"2012-13"
"Hawaii","Big West",77379,"2012-13"
"High Point","Big South",77616,"2012-13"
"Hofstra","CAA",77380,"2012-13"
"Holy Cross","Patriot",77381,"2012-13"
"Houston","C-USA",77383,"2012-13"
"Houston Baptist","GWC",77382,"2012-13"
"Howard","MEAC",77384,"2012-13"
"IUPUI","Summit League",77610,"2012-13"
"Idaho","WAC",77386,"2012-13"
"Idaho St.","Big Sky",77385,"2012-13"
"Illinois","Big Ten",77388,"2012-13"
"Illinois St.","MVC",77387,"2012-13"
"Indiana","Big Ten",77391,"2012-13"
"Indiana St.","MVC",77390,"2012-13"
"Iona","MAAC",77393,"2012-13"
"Iowa","Big Ten",77395,"2012-13"
"Iowa St.","Big 12",77394,"2012-13"
"Jackson St.","SWAC",77396,"2012-13"
"Jacksonville","ASUN",77398,"2012-13"
"Jacksonville St.","OVC",77397,"2012-13"
"James Madison","CAA",77399,"2012-13"
"Kansas","Big 12",77401,"2012-13"
"Kansas City","Summit League",77611,"2012-13"
"Kansas St.","Big 12",77400,"2012-13"
"Kennesaw St.","ASUN",77606,"2012-13"
"Kent St.","MAC",77402,"2012-13"
"Kentucky","SEC",77403,"2012-13"
"LIU","NEC",77409,"2012-13"
"LMU (CA)","WCC",77415,"2012-13"
"LSU","SEC",77411,"2012-13"
"La Salle","Atlantic 10",77404,"2012-13"
"Lafayette","Patriot",77405,"2012-13"
"Lamar University","Southland",77406,"2012-13"
"Lehigh","Patriot",77407,"2012-13"
"Liberty","Big South",77408,"2012-13"
"Lipscomb","ASUN",77618,"2012-13"
"Little Rock","Sun Belt",77289,"2012-13"
"Long Beach St.","Big West",77312,"2012-13"
"Longwood","Big South",77410,"2012-13"
"Louisiana","Sun Belt",77544,"2012-13"
"Louisiana Tech","WAC",77412,"2012-13"
"Louisville","Big East",77413,"2012-13"
"Loyola Chicago","Horizon",77416,"2012-13"
"Loyola Maryland","MAAC",77414,"2012-13"
"Maine","America East",77417,"2012-13"
"Manhattan","MAAC",77418,"2012-13"
"Marist","MAAC",77419,"2012-13"
"Marquette","Big East",77420,"2012-13"
"Marshall","C-USA",77421,"2012-13"
"Maryland","ACC",77423,"2012-13"
"Massachusetts","Atlantic 10",77425,"2012-13"
"McNeese","Southland",77426,"2012-13"
"Memphis","C-USA",77427,"2012-13"
"Mercer","ASUN",77428,"2012-13"
"Miami (FL)","ACC",77430,"2012-13"
"Miami (OH)","MAC",77429,"2012-13"
"Michigan","Big Ten",77432,"2012-13"
"Michigan St.","Big Ten",77431,"2012-13"
"Middle Tenn.","Sun Belt",77433,"2012-13"
